,filename,year,month,day,hour,minute,lng,lat,alt,camera,width,height,frames,fps,time,mean_brightness,class,datetime
4491,M20240929_041625_MasLaRoca_NE,2024,16,29,4,16,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,140.125,meteor,
4492,M20240929_025034_MasLaRoca_NE,2024,50,29,2,50,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,38.0,meteor,
4493,M20240929_005134_MasLaRoca_NE,2024,51,29,0,51,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,42.57142857142857,meteor,
4494,M20240929_033142_MasLaRoca_NE,2024,31,29,3,31,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,50.0,meteor,
4495,M20240929_030024_MasLaRoca_NE,2024,0,29,3,0,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,103.0,meteor,
4496,M20240929_040208_MasLaRoca_NE,2024,2,29,4,2,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,81.6,meteor,2024-02-29 04:02:00
4497,M20240929_022929_MasLaRoca_NE,2024,29,29,2,29,2.19,41.56,570.0,NE,720.0,576.0,72.0,25.0,0.44,47.25,meteor,
4498,M20240929_035832_MasLaRoca_NE,2024,58,29,3,58,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,74.33333333333333,meteor,
4499,M20240929_020514_MasLaRoca_NE,2024,5,29,2,5,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,88.33333333333333,meteor,2024-05-29 02:05:00
4500,M20240929_015350_MasLaRoca_NE,2024,53,29,1,53,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,63.0,meteor,
4501,M20240924_030757_MasLaRoca_NE,2024,7,24,3,7,2.19,41.56,570.0,NE,720.0,576.0,77.0,25.0,0.64,69.6,meteor,2024-07-24 03:07:00
4502,M20240923_194613_MasLaRoca_NE,2024,46,23,19,46,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,54.833333333333336,meteor,
4503,M20240924_041710_MasLaRoca_NE,2024,17,24,4,17,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,76.75,meteor,
4504,M20240926_224646_MasLaRoca_NE,2024,46,26,22,46,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,71.83333333333333,meteor,
4505,M20240927_024741_MasLaRoca_NE,2024,47,27,2,47,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,99.25,meteor,
4506,M20240926_221151_MasLaRoca_NE,2024,11,26,22,11,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,76.0,meteor,2024-11-26 22:11:00
4507,M20240927_023638_MasLaRoca_NE,2024,36,27,2,36,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,52.25,meteor,
4508,M20240927_025123_MasLaRoca_NE,2024,51,27,2,51,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,45.66666666666666,meteor,
4509,M20240927_041331_MasLaRoca_NE,2024,13,27,4,13,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,41.0,meteor,
4510,M20240927_035500_MasLaRoca_NE,2024,55,27,3,55,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,48.333333333333336,meteor,
4511,M20240926_202851_MasLaRoca_NE,2024,28,26,20,28,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,53.2,meteor,
4512,M20240926_215115_MasLaRoca_NE,2024,51,26,21,51,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,48.57142857142857,meteor,
4513,M20240927_025906_MasLaRoca_NE,2024,59,27,2,59,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,144.66666666666666,meteor,
4514,M20240927_040514_MasLaRoca_NE,2024,5,27,4,5,2.19,41.56,570.0,NE,720.0,576.0,72.0,25.0,0.44,160.91666666666666,meteor,2024-05-27 04:05:00
4515,M20240920_230634_MasLaRoca_NE,2024,6,20,23,6,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,50.833333333333336,meteor,2024-06-20 23:06:00
4516,M20240926_014041_MasLaRoca_NE,2024,40,26,1,40,2.19,41.56,570.0,NE,720.0,576.0,74.0,25.0,0.52,67.07142857142857,meteor,
4517,M20240926_023310_MasLaRoca_NE,2024,33,26,2,33,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,82.42857142857143,meteor,
4518,M20240926_024600_MasLaRoca_NE,2024,46,26,2,46,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,62.0,meteor,
4519,M20240926_031523_MasLaRoca_NE,2024,15,26,3,15,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,47.285714285714285,meteor,
4520,M20240926_041626_MasLaRoca_NE,2024,16,26,4,16,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,47.25,meteor,
4521,M20240926_043207_MasLaRoca_NE,2024,32,26,4,32,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,63.333333333333336,meteor,
4522,M20240926_041704_MasLaRoca_NE,2024,17,26,4,17,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,56.75,meteor,
4523,M20240926_021038_MasLaRoca_NE,2024,10,26,2,10,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,58.8,meteor,2024-10-26 02:10:00
4524,M20240926_031230_MasLaRoca_NE,2024,12,26,3,12,2.19,41.56,570.0,NE,720.0,576.0,90.0,25.0,1.16,108.83333333333331,meteor,2024-12-26 03:12:00
4525,M20240926_044215_MasLaRoca_NE,2024,42,26,4,42,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,59.66666666666666,meteor,
4526,M20240926_034516_MasLaRoca_NE,2024,45,26,3,45,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,55.25,meteor,
4527,M20240926_035028_MasLaRoca_NE,2024,50,26,3,50,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,63.5,meteor,
4528,M20240926_043731_MasLaRoca_NE,2024,37,26,4,37,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,42.333333333333336,meteor,
4529,M20240918_015241_MasLaRoca_NE,2024,52,18,1,52,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,56.285714285714285,meteor,
4530,M20240918_023324_MasLaRoca_NE,2024,33,18,2,33,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,94.0,meteor,
4531,M20240918_025340_MasLaRoca_NE,2024,53,18,2,53,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,43.333333333333336,meteor,
4532,M20240918_041449_MasLaRoca_NE,2024,14,18,4,14,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,51.333333333333336,meteor,
4533,M20240918_015453_MasLaRoca_NE,2024,54,18,1,54,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,48.5,meteor,
4534,M20240919_233951_MasLaRoca_NE,2024,39,19,23,39,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,64.75,meteor,
4535,M20240920_013851_MasLaRoca_NE,2024,38,20,1,38,2.19,41.56,570.0,NE,720.0,576.0,73.0,25.0,0.48,109.15384615384616,meteor,
4536,M20240920_031112_MasLaRoca_NE,2024,11,20,3,11,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,86.5,meteor,2024-11-20 03:11:00
4537,M20240920_012638_MasLaRoca_NE,2024,26,20,1,26,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,70.75,meteor,
4538,M20240913_014300_MasLaRoca_NE,2024,43,13,1,43,2.19,41.56,570.0,NE,720.0,576.0,77.0,25.0,0.64,55.8235294117647,meteor,
4539,M20240913_000139_MasLaRoca_NE,2024,1,13,0,1,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,42.25,meteor,2024-01-13 00:01:00
4540,M20240913_002217_MasLaRoca_NE,2024,22,13,0,22,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,43.5,meteor,
4541,M20240913_043344_MasLaRoca_NE,2024,33,13,4,33,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,167.1818181818182,meteor,
4542,M20240912_201425_MasLaRoca_NE,2024,14,12,20,14,2.19,41.56,570.0,NE,720.0,576.0,76.0,25.0,0.6,42.86666666666667,meteor,
4543,M20240912_193417_MasLaRoca_NE,2024,34,12,19,34,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,49.75,meteor,
4544,M20240913_023031_MasLaRoca_NE,2024,30,13,2,30,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,42.0,meteor,
4545,M20240912_200823_MasLaRoca_NE,2024,8,12,20,8,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,54.333333333333336,meteor,2024-08-12 20:08:00
4546,M20240913_022739_MasLaRoca_NE,2024,27,13,2,27,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,54.142857142857146,meteor,
4547,M20240912_214933_MasLaRoca_NE,2024,49,12,21,49,2.19,41.56,570.0,NE,720.0,576.0,71.0,25.0,0.4,83.71428571428571,meteor,
4548,M20240913_040140_MasLaRoca_NE,2024,1,13,4,1,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,45.5,meteor,2024-01-13 04:01:00
4549,M20240917_021020_MasLaRoca_NE,2024,10,17,2,10,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,54.0,meteor,2024-10-17 02:10:00
4550,M20240917_035840_MasLaRoca_NE,2024,58,17,3,58,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,77.83333333333333,meteor,
4551,M20240919_003607_MasLaRoca_NE,2024,36,19,0,36,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,74.0,meteor,
4552,M20240919_040033_MasLaRoca_NE,2024,0,19,4,0,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,46.8,meteor,
4553,M20240919_023633_MasLaRoca_NE,2024,36,19,2,36,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,138.0,meteor,
4554,M20240919_012104_MasLaRoca_NE,2024,21,19,1,21,2.19,41.56,570.0,NE,720.0,576.0,79.0,25.0,0.72,185.6818181818182,meteor,
4555,M20240919_032420_MasLaRoca_NE,2024,24,19,3,24,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,52.5,meteor,
4556,M20240914_015742_MasLaRoca_NE,2024,57,14,1,57,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,71.88888888888889,meteor,
4557,M20240913_213159_MasLaRoca_NE,2024,31,13,21,31,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,58.833333333333336,meteor,
4558,M20240914_005502_MasLaRoca_NE,2024,55,14,0,55,2.19,41.56,570.0,NE,720.0,576.0,126.0,25.0,2.6,72.71428571428571,meteor,
4559,M20240914_015404_MasLaRoca_NE,2024,54,14,1,54,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,78.6,meteor,
4560,M20240914_034059_MasLaRoca_NE,2024,40,14,3,40,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,60.333333333333336,meteor,
4561,M20240913_203743_MasLaRoca_NE,2024,37,13,20,37,2.19,41.56,570.0,NE,720.0,576.0,74.0,25.0,0.52,44.15384615384615,meteor,
4562,M20240913_230233_MasLaRoca_NE,2024,2,13,23,2,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,58.71428571428572,meteor,2024-02-13 23:02:00
4563,M20240914_031937_MasLaRoca_NE,2024,19,14,3,19,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,56.5,meteor,
4564,M20240913_234116_MasLaRoca_NE,2024,41,13,23,41,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,60.77777777777778,meteor,
4565,M20240914_032715_MasLaRoca_NE,2024,27,14,3,27,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,42.0,meteor,
4566,M20240914_035213_MasLaRoca_NE,2024,52,14,3,52,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,67.83333333333333,meteor,
4567,M20240913_232024_MasLaRoca_NE,2024,20,13,23,20,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,44.66666666666666,meteor,
4568,M20240914_021449_MasLaRoca_NE,2024,14,14,2,14,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,41.75,meteor,
4569,M20240914_033725_MasLaRoca_NE,2024,37,14,3,37,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,91.2,meteor,
4570,M20240914_010351_MasLaRoca_NE,2024,3,14,1,3,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,50.4,meteor,2024-03-14 01:03:00
4571,M20240914_010616_MasLaRoca_NE,2024,6,14,1,6,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,60.333333333333336,meteor,2024-06-14 01:06:00
4572,M20240914_041944_MasLaRoca_NE,2024,19,14,4,19,2.19,41.56,570.0,NE,720.0,576.0,76.0,25.0,0.6,59.375,meteor,
4573,M20240921_231947_MasLaRoca_NE,2024,19,21,23,19,2.19,41.56,570.0,NE,720.0,576.0,80.0,25.0,0.76,71.8,meteor,
4574,M20240921_235856_MasLaRoca_NE,2024,58,21,23,58,2.19,41.56,570.0,NE,720.0,576.0,127.0,25.0,2.64,124.65298507462688,meteor,
4575,M20240921_225545_MasLaRoca_NE,2024,55,21,22,55,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,84.2,meteor,
4576,M20240925_024159_MasLaRoca_NE,2024,41,25,2,41,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,95.6,meteor,
4577,M20240925_041253_MasLaRoca_NE,2024,12,25,4,12,2.19,41.56,570.0,NE,720.0,576.0,108.0,25.0,1.88,118.7,meteor,2024-12-25 04:12:00
4578,M20240924_211238_MasLaRoca_NE,2024,12,24,21,12,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,118.75,meteor,2024-12-24 21:12:00
4579,M20240925_000054_MasLaRoca_NE,2024,0,25,0,0,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,62.833333333333336,meteor,
4580,M20240925_023544_MasLaRoca_NE,2024,35,25,2,35,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,76.33333333333333,meteor,
4581,M20240925_025807_MasLaRoca_NE,2024,58,25,2,58,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,38.75,meteor,
4582,M20240925_042350_MasLaRoca_NE,2024,23,25,4,23,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,64.0909090909091,meteor,
4583,M20240925_003015_MasLaRoca_NE,2024,30,25,0,30,2.19,41.56,570.0,NE,720.0,576.0,72.0,25.0,0.44,80.11111111111111,meteor,
4584,M20240925_044558_MasLaRoca_NE,2024,45,25,4,45,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,101.5,meteor,
4585,M20240925_044011_MasLaRoca_NE,2024,40,25,4,40,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,173.0,meteor,
4586,M20241027_210618_MasLaRoca_NE,2024,6,27,21,6,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,59.0,meteor,2024-06-27 21:06:00
4587,M20241027_221230_MasLaRoca_NE,2024,12,27,22,12,2.19,41.56,570.0,NE,720.0,576.0,100.0,25.0,1.56,173.05,meteor,2024-12-27 22:12:00
4588,M20241027_231327_MasLaRoca_NE,2024,13,27,23,13,2.19,41.56,570.0,NE,720.0,576.0,77.0,25.0,0.64,77.17647058823529,meteor,
4589,M20241030_004221_MasLaRoca_NE,2024,42,30,0,42,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,54.25,meteor,
4590,M20241030_050526_MasLaRoca_NE,2024,5,30,5,5,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,43.5,meteor,2024-05-30 05:05:00
4591,M20241029_223120_MasLaRoca_NE,2024,31,29,22,31,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,122.55555555555556,meteor,
4592,M20241030_000951_MasLaRoca_NE,2024,9,30,0,9,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,55.0,meteor,2024-09-30 00:09:00
4593,M20241031_033236_MasLaRoca_NE,2024,32,31,3,32,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,68.33333333333333,meteor,
4594,M20241031_031501_MasLaRoca_NE,2024,15,31,3,15,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,53.0,meteor,
4595,M20241031_031847_MasLaRoca_NE,2024,18,31,3,18,2.19,41.56,570.0,NE,720.0,576.0,71.0,25.0,0.4,115.0909090909091,meteor,
4596,M20241031_031311_MasLaRoca_NE,2024,13,31,3,13,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,79.0,meteor,
4597,M20241030_175625_MasLaRoca_NE,2024,56,30,17,56,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,63.5,meteor,
4598,M20241031_033443_MasLaRoca_NE,2024,34,31,3,34,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,44.0,meteor,
4599,M20241022_223705_MasLaRoca_NE,2024,37,22,22,37,2.19,41.56,570.0,NE,720.0,576.0,84.0,25.0,0.92,139.6153846153846,meteor,
4600,M20241022_231604_MasLaRoca_NE,2024,16,22,23,16,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,71.25,meteor,
4601,M20241023_000643_MasLaRoca_NE,2024,6,23,0,6,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,81.25,meteor,2024-06-23 00:06:00
4602,M20241023_002918_MasLaRoca_NE,2024,29,23,0,29,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,49.75,meteor,
4603,M20241023_004140_MasLaRoca_NE,2024,41,23,0,41,2.19,41.56,570.0,NE,720.0,576.0,86.0,25.0,1.0,44.6,meteor,
4604,M20241023_035754_MasLaRoca_NE,2024,57,23,3,57,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,41.0,meteor,
4605,M20241023_022943_MasLaRoca_NE,2024,29,23,2,29,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,47.333333333333336,meteor,
4606,M20241022_235244_MasLaRoca_NE,2024,52,22,23,52,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,51.75,meteor,
4607,M20241023_020609_MasLaRoca_NE,2024,6,23,2,6,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,44.0,meteor,2024-06-23 02:06:00
4608,M20241022_200257_MasLaRoca_NE,2024,2,22,20,2,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,71.9,meteor,2024-02-22 20:02:00
4609,M20241022_232836_MasLaRoca_NE,2024,28,22,23,28,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,43.3,meteor,
4610,M20241023_014047_MasLaRoca_NE,2024,40,23,1,40,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,52.0,meteor,
4611,M20241023_021423_MasLaRoca_NE,2024,14,23,2,14,2.19,41.56,570.0,NE,720.0,576.0,110.0,25.0,1.96,47.0,meteor,
4612,M20241022_222958_MasLaRoca_NE,2024,29,22,22,29,2.19,41.56,570.0,NE,720.0,576.0,92.0,25.0,1.24,138.71875,meteor,
4613,M20241022_224229_MasLaRoca_NE,2024,42,22,22,42,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,48.8,meteor,
4614,M20241023_010552_MasLaRoca_NE,2024,5,23,1,5,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,67.2,meteor,2024-05-23 01:05:00
4615,M20241023_023653_MasLaRoca_NE,2024,36,23,2,36,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,50.333333333333336,meteor,
4616,M20241008_040521_MasLaRoca_NE,2024,5,8,4,5,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,80.85714285714286,meteor,2024-05-08 04:05:00
4617,M20241008_040711_MasLaRoca_NE,2024,7,8,4,7,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,47.75,meteor,2024-07-08 04:07:00
4618,M20241016_013628_MasLaRoca_NE,2024,36,16,1,36,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,60.66666666666666,meteor,
4619,M20241010_002855_MasLaRoca_NE,2024,28,10,0,28,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,55.0,meteor,
4620,M20241010_004920_MasLaRoca_NE,2024,49,10,0,49,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,64.2,meteor,
4621,M20241010_030350_MasLaRoca_NE,2024,3,10,3,3,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,179.9090909090909,meteor,2024-03-10 03:03:00
4622,M20241011_033710_MasLaRoca_NE,2024,37,11,3,37,2.19,41.56,570.0,NE,720.0,576.0,71.0,25.0,0.4,158.63636363636363,meteor,
4623,M20241011_013205_MasLaRoca_NE,2024,32,11,1,32,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,64.85714285714286,meteor,
4624,M20241004_043131_MasLaRoca_NE,2024,31,4,4,31,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,49.0,meteor,
4625,M20241003_214456_MasLaRoca_NE,2024,44,3,21,44,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,39.66666666666666,meteor,
4626,M20241003_233014_MasLaRoca_NE,2024,30,3,23,30,2.19,41.56,570.0,NE,720.0,576.0,104.0,25.0,1.72,161.27586206896552,meteor,
4627,M20241004_003221_MasLaRoca_NE,2024,32,4,0,32,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,44.5,meteor,
4628,M20241004_042654_MasLaRoca_NE,2024,26,4,4,26,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,44.66666666666666,meteor,
4629,M20241004_002432_MasLaRoca_NE,2024,24,4,0,24,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,48.285714285714285,meteor,
4630,M20241004_031042_MasLaRoca_NE,2024,10,4,3,10,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,42.22222222222222,meteor,2024-10-04 03:10:00
4631,M20241003_221651_MasLaRoca_NE,2024,16,3,22,16,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,57.125,meteor,
4632,M20241004_031850_MasLaRoca_NE,2024,18,4,3,18,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,59.333333333333336,meteor,
4633,M20241003_233841_MasLaRoca_NE,2024,38,3,23,38,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,54.55555555555556,meteor,
4634,M20241004_002155_MasLaRoca_NE,2024,21,4,0,21,2.19,41.56,570.0,NE,720.0,576.0,71.0,25.0,0.4,113.72727272727272,meteor,
4635,M20241004_004840_MasLaRoca_NE,2024,48,4,0,48,2.19,41.56,570.0,NE,720.0,576.0,69.0,25.0,0.32,74.22222222222223,meteor,
4636,M20241004_021815_MasLaRoca_NE,2024,18,4,2,18,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,71.25,meteor,
4637,M20241004_022252_MasLaRoca_NE,2024,22,4,2,22,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,40.0,meteor,
4638,M20241011_235129_MasLaRoca_NE,2024,51,11,23,51,2.19,41.56,570.0,NE,720.0,576.0,65.0,25.0,0.16,58.6,meteor,
4639,M20241011_193611_MasLaRoca_NE,2024,36,11,19,36,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,82.66666666666667,meteor,
4640,M20241011_235655_MasLaRoca_NE,2024,56,11,23,56,2.19,41.56,570.0,NE,720.0,576.0,73.0,25.0,0.48,69.6923076923077,meteor,
4641,M20241014_233903_MasLaRoca_NE,2024,39,14,23,39,2.19,41.56,570.0,NE,720.0,576.0,70.0,25.0,0.36,70.83333333333333,meteor,
4642,M20241014_222925_MasLaRoca_NE,2024,29,14,22,29,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,53.75,meteor,
4643,M20241006_233445_MasLaRoca_NE,2024,34,6,23,34,2.19,41.56,570.0,NE,720.0,576.0,93.0,25.0,1.28,44.21428571428572,meteor,
4644,M20241008_232502_MasLaRoca_NE,2024,25,8,23,25,2.19,41.56,570.0,NE,720.0,576.0,135.0,25.0,2.96,130.51388888888889,meteor,
4645,M20241009_021753_MasLaRoca_NE,2024,17,9,2,17,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,69.66666666666667,meteor,
4646,M20241027_033853_MasLaRoca_NE,2024,38,27,3,38,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,52.75,meteor,
4647,M20241027_045540_MasLaRoca_NE,2024,55,27,4,55,2.19,41.56,570.0,NE,720.0,576.0,79.0,25.0,0.72,51.833333333333336,meteor,
4648,M20241027_032200_MasLaRoca_NE,2024,22,27,3,22,2.19,41.56,570.0,NE,720.0,576.0,64.0,25.0,0.12,78.75,meteor,
4649,M20241029_002258_MasLaRoca_NE,2024,22,29,0,22,2.19,41.56,570.0,NE,720.0,576.0,71.0,25.0,0.4,94.0,meteor,
4650,M20241029_034526_MasLaRoca_NE,2024,45,29,3,45,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,37.333333333333336,meteor,
4651,M20241029_005607_MasLaRoca_NE,2024,56,29,0,56,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,43.333333333333336,meteor,
4652,M20241029_012621_MasLaRoca_NE,2024,26,29,1,26,2.19,41.56,570.0,NE,720.0,576.0,68.0,25.0,0.28,79.0,meteor,
4653,M20241029_000051_MasLaRoca_NE,2024,0,29,0,0,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,48.66666666666666,meteor,
4654,M20241029_004607_MasLaRoca_NE,2024,46,29,0,46,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,31.0,meteor,
4655,M20241029_012344_MasLaRoca_NE,2024,23,29,1,23,2.19,41.56,570.0,NE,720.0,576.0,74.0,25.0,0.52,54.0,meteor,
4656,M20241029_034628_MasLaRoca_NE,2024,46,29,3,46,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,39.0,meteor,
4657,M20241029_025220_MasLaRoca_NE,2024,52,29,2,52,2.19,41.56,570.0,NE,720.0,576.0,62.0,25.0,0.04,43.5,meteor,
4658,M20241029_033802_MasLaRoca_NE,2024,38,29,3,38,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,58.142857142857146,meteor,
4659,M20241029_004152_MasLaRoca_NE,2024,41,29,0,41,2.19,41.56,570.0,NE,720.0,576.0,66.0,25.0,0.2,46.0,meteor,
4660,M20241029_034353_MasLaRoca_NE,2024,43,29,3,43,2.19,41.56,570.0,NE,720.0,576.0,63.0,25.0,0.08,49.66666666666666,meteor,
4661,M20241031_213449_MasLaRoca_NE,2024,34,31,21,34,2.19,41.56,570.0,NE,720.0,576.0,81.0,25.0,0.8,64.9,meteor,
4662,M20241031_222425_MasLaRoca_NE,2024,24,31,22,24,2.19,41.56,570.0,NE,720.0,576.0,67.0,25.0,0.24,43.6,meteor,
